PG.ProteinAccessions,NP1_1,NP1_2,NP1_3,NP1_4,NP1_5,NP2_1,NP2_2,NP2_3,NP2_4,NP2_5,NP3_1,NP3_2,NP3_3,NP3_4,NP3_5,NP4_1,NP4_2,NP4_3,NP4_4,NP4_5,NP5_1,NP5_2,NP5_3,NP5_4,NP5_5,NP6_1,NP6_2,NP6_3,NP6_4,NP6_5
Q8N1S5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N201,241314.8125,240976.120450504,241949.421623226,241176.162446354,240934.004109789,232024.875,231121.244432751,231426.286264669,231798.223680697,231388.778834485,194506.3125,195497.857828405,194199.675134629,194857.84745986,194622.327933334,197263.375,197586.435153984,196408.23870096,196791.549385894,197934.961240176,135167.171875,135370.002246913,135579.319428172,136140.293128774,135517.408002153,151200.734375,152124.907548495,150289.498005483,151681.795664553,150569.976153739
Q8N2C7,131408.59375,131342.089427542,131503.832151555,130920.032877848,131191.74133325,146819.40625,146649.196422167,147499.848074254,145897.76274699,147371.816706352,154632.9375,155624.367502265,155487.254192799,155538.986909881,154095.555224668,262082.28125,261294.455699582,262008.751603268,261637.848381378,262857.295610901,111841.140625,112229.131463382,111981.523598477,111819.900694236,112207.694275238,184031.109375,183356.271594349,183811.991293501,184570.912070625,183048.153889418
Q8N2G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N2K0,162328.6875,162790.327876598,161976.034791,162773.807937071,162773.377954286,78712.765625,78279.2520208955,78590.9633396864,79140.9553231411,78307.4577551074,94266.125,94068.8070425875,93886.2694501057,93815.5239083916,93729.5813233703,93939.203125,94697.1905013025,94164.3130588755,94771.1972557418,94051.6753872335,56414.40625,56949.5315325931,55930.296598237,55745.0101252198,57298.3135289997,100626.84375,100894.86814522,100813.40191,99885.8239687867,99803.5691357106
Q8N2U0,96332.9921875,96084.3334535919,95554.6173265055,97323.1709262207,96346.3475380875,66700.359375,66896.0296858735,66126.3885914981,67596.991401881,67533.1713638902,102215.0546875,102136.946785651,102488.852872435,101220.744068656,101421.638620473,66071.7421875,66005.0305107273,65204.1103181094,66708.9794797488,66680.7954542004,59510.78125,58714.5472118072,58565.0203857012,59840.3201387636,59344.4494130462,45165.12890625,44313.6771568023,44414.3785419799,44736.62171093,45631.5360166989
Q8N2W9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N2Z9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N335,110626.25,110598.380981274,110564.266655389,111015.659953728,110108.330290094,147094.390625,146953.169216268,146293.964194465,147950.956048775,146971.262984775,139003.890625,139904.779559731,138925.007555433,138733.330183461,138010.434217084,138737.359375,138436.92577235,138880.857296526,138099.352482479,139480.756663956,91027.90625,91048.3515819311,90179.9003191069,90342.2687629014,91566.6841718145,88418.4140625,89046.3527605459,88731.7313385718,88996.116335649,88742.5362846404
Q8N3C0,49309.40625,48456.8256514445,49243.5887951702,49538.954852365,49169.8162567168,50781.30078125,51673.0715687871,49825.7939996682,51325.217097953,49912.510024339,60285.546875,60461.1669247039,59923.9424270578,61003.5551012494,60107.9885134473,52928.5,51972.947996188,52535.7334265336,52868.5800941512,53683.3871464096,37807.02734375,37631.0161385648,37960.7589264363,38493.2887508497,38090.4154140465,30566.8984375,30032.5988240577,31298.3811286315,30069.4658773057,30565.599447865
Q8N3D4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N3F0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N3F8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N3P4,28257.009765625,27733.9659221731,28932.0342559628,27296.0044034086,27292.4666493461,33203.703125,32743.643702466,33316.4173001349,33038.2129638381,33904.2042964064,32169.08203125,31267.6347872615,31602.7858090959,32795.8445112593,33055.5438870937,NA,NA,NA,NA,NA,22376.583984375,23155.4778602645,22593.3553388081,22899.1004035547,21894.5153302252,26328.54296875,25432.8461597003,26312.815905109,26428.902305223,27182.5532303452
Q8N3U4,550580.6875,550011.226560384,550351.888354331,551000.249122199,549752.952693891,567562.375,567741.064017426,566943.236340091,567050.537085414,566693.194530692,666113.5625,665379.395559791,666659.059919313,666573.619750224,667034.043879144,627709.375,628503.814341407,626928.033972066,627197.426249646,626740.968922526,443619.625,443577.220035899,442671.491550464,443915.930839904,444419.665147267,577908.75,577562.420859523,577218.728355188,577485.151251834,578076.713387445
Q8N3V7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N3X1,52187.53515625,52279.7426923513,52472.2751348615,53010.5032252483,51539.1478340477,66280.421875,67169.177431196,67227.7414757311,65973.8849443868,67038.9147722647,114177.828125,113568.858091995,113835.112895627,113402.256966379,113290.576891784,20892.361328125,21635.5934698395,20959.8749178723,21761.7474944592,20588.3273618557,77270.6484375,76336.7572552003,76487.5794136375,77677.7592291534,77871.3384144418,37135.734375,36553.6368395127,37059.1149701662,36408.3335738555,36243.142403096
Q8N423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N488,57725.53515625,57942.5100353993,57447.0822890736,58462.4811672121,56817.4465350322,50963.5078125,50072.9118311144,50313.7130239345,51626.4573512897,50328.9406318516,54817.88671875,54784.5584868602,55436.9643495567,54494.3499669582,53888.2969037779,57272.1796875,58079.5156216361,57152.9526073597,56829.3084340282,56630.3879214562,36482.015625,35943.5337813422,36860.6091271006,35652.1046425998,37257.3884249516,24573.375,25036.0161660574,24126.8401074558,23665.2950032949,24254.8628224395
Q8N490,143519.671875,143839.849509712,143097.772492044,143696.523076802,143029.641765583,143157.015625,142942.906366274,143171.945678614,144130.272307046,142886.410744473,98433.8515625,98270.1504603624,98040.6796136536,99006.0341316871,99261.232049264,107195.34375,106233.61618764,106212.98966923,107709.643478908,107547.830881953,62997.2109375,63370.3462467007,62697.5272879414,62014.6381374858,63511.5264127441,59986.13671875,60478.7364277095,59519.3601209708,58986.7820978202,59071.8163187653
Q8N4C6,759933.6875,760883.098268226,760875.648707427,760568.250000753,760296.240874376,673892.1875,674689.142366499,674153.69189959,673621.726457123,673932.424532808,689747.5625,690290.805829972,689581.438944958,690696.941117574,690620.417625926,644155.25,644857.739932999,644099.650870707,643713.617600664,644612.542334177,457392.28125,457089.844128951,457571.819005437,457922.139638938,457526.668840457,447183.28125,447725.590726063,447094.123393465,447749.419144988,446303.691468835
Q8N4J0,NA,NA,NA,NA,NA,4719.0615234375,4092.51492446661,5455.88327734172,5026.7226744853,4506.21468503401,3759.35205078125,3859.3234718442,3521.91103628278,4095.51407589018,4650.64491570368,3850.46752929688,3134.44297682494,3810.36067955196,3326.58151971177,3786.14999322221,2626.61206054688,3094.31175266579,2159.15578262136,2383.74467690662,2137.68724895269,NA,NA,NA,NA,NA
Q8N4L2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8353.4814453125,8001.58590761945,8249.91851657629,7958.65573532879,8414.82366327196,NA,NA,NA,NA,NA,12316.0751953125,12384.141909644,12432.7275294214,11848.4154327177,12435.9931584783
Q8N4Q0,113950.828125,113524.437824495,113871.550380949,113102.315676164,114524.049848083,71881.75,71168.6614717469,72338.314265769,71410.3046644591,72842.8949697986,63996.078125,63855.0551731922,63822.5958419815,64892.6450370662,63516.112398155,121545.0390625,121128.393897433,122418.473698311,121098.372682575,121265.134294163,58995.953125,58369.2858848311,58217.6942397431,59494.4003331997,59134.0347650051,65158.7734375,65949.0871395767,65960.159574993,65233.5414792262,64690.3986743502
Q8N4Q1,48223.4296875,48804.8427074142,48051.7961393967,48491.3875047974,48360.324771788,44941.0234375,44015.4306126833,45333.0178006627,44605.1300332956,45542.5566376261,59402.33203125,60320.8969361968,59176.0482020564,59181.6885393001,60223.2782245502,73947.578125,74866.9627283886,73345.45127891,73045.8992848359,73306.9654552452,23651.552734375,23067.193361409,24615.111546535,23859.3627772667,23571.9152064435,12055.6796875,12319.9789097682,12019.6502168812,11860.4259446412,11863.1591989808
Q8N4T8,67858.6484375,66961.3368399031,68732.4774423204,68470.6965675168,67718.267725274,72409.8359375,71770.6092592068,73377.0418046713,71470.9070982151,72377.3441296741,75074.34375,74346.3156500161,74528.7971675657,74808.9538716972,76044.7547121234,68145.3203125,68746.2258556932,67488.4713375084,67948.4538178965,68803.7237584665,43870.09375,43400.5126684681,44076.5077990256,43754.9916628525,44147.1512640603,51955.64453125,52941.3542198762,51915.0229614042,51752.1145330556,51502.6363121159
Q8N4V1,NA,NA,NA,NA,NA,78105.2265625,78863.2089287527,78505.6281445101,78326.7967097014,79026.0996298417,87164.2734375,86183.3334843777,87131.4478958175,86430.0262526758,87003.6798449382,86485.8046875,87116.7491183281,86778.0758601278,86494.3392288536,87183.5114143454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N543,57072.7421875,57315.1981253996,57122.7129894197,56880.675882183,57350.557541091,57371.21484375,57092.1014029756,57156.1314244047,57139.1349760108,57407.5537565388,57786.30859375,56870.2219530754,57377.4050373398,58227.2635141201,57371.0648633353,57565.03125,57364.8639642559,58021.2895004004,57695.2428519651,58490.287426386,40665.1171875,39879.4327462837,40425.9968847781,40789.0138221718,39888.658556696,28433.5234375,28849.7092919685,28117.9021559916,27491.1232143901,27952.6871573441
Q8N567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N573,28941.87109375,29320.0835433565,28138.4793521613,29179.4151493125,29896.5770254619,27512.806640625,28135.8072945513,26797.1644100398,27786.7944670506,28383.1288410947,33068.0859375,33169.9042550474,32905.6342688575,32914.5547428355,32235.8175429702,28800.849609375,29786.8062596023,29761.6155369394,29357.8891352005,28109.9766886979,29130.708984375,30103.3316750973,29020.4217208512,28653.6522971429,28396.1638177708,39559.73046875,39742.9682756439,40080.7011951357,40508.3780656233,39844.1129675731
Q8N584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N5A5,45747.4921875,45398.5592008866,45293.6918715313,44890.2356124781,45748.6040804833,45563.4453125,44624.2801808454,45093.5757789463,46388.9321508519,45565.8482150808,46816.9609375,46023.1299564876,46198.2501160055,46170.376352191,47111.9319984391,47991.14453125,47425.0813213475,48660.3948323354,48031.2161583751,48022.8628891818,29521.404296875,29093.7343302816,30319.4553333037,28839.2369968519,28530.9972509444,23545.88671875,24224.5256435946,22593.4831198193,23223.6298039444,23353.6942224838
Q8N5C6,267068.8125,266639.845874406,266146.942660924,267107.342998277,267872.671523843,197921.453125,198652.216608327,197640.900059294,197294.999763526,197385.454020619,252685.75,253346.222443793,253605.825060334,252951.104193281,252957.761097986,203547.375,203837.127043318,202591.304581065,203224.628891714,203605.348739691,204677.03125,204366.170937922,205237.254868522,204648.416485898,204416.424252354,226706.34375,226199.425722469,227234.838476866,226175.806303039,225895.434473172
Q8N5F7,49160.94921875,48538.2014626749,49282.2708536051,49571.1086338498,49628.0583727285,64298.01171875,63998.9176052287,63725.2967697233,64253.579943873,64428.7919923328,67110.375,67142.2461525761,66775.2610429414,67930.051456973,67436.2201540023,77678.3984375,77885.4365005903,77849.1007645428,77088.4054803103,77714.455215428,38769.7109375,38051.6884028763,39238.2596051171,38811.239745453,39141.5794184282,NA,NA,NA,NA,NA
Q8N5G0,74275.9453125,74035.3898374997,74657.2664279193,73806.3162967265,74225.2936513796,58870.28125,59697.616437234,58279.1281321719,59792.4611654766,59804.1240440384,NA,NA,NA,NA,NA,72643.8671875,72163.741978649,72124.2201904021,71958.7287859246,72942.0645812713,46569.51171875,46428.1055528484,46834.9382748641,45705.5226780288,47051.6873073578,44110.3203125,44699.4223856069,44055.0501342565,45019.2739619575,43382.1709971577
Q8N5H7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N5K1,1009373.5,1008584.21147732,1008856.33547815,1008651.53466795,1009719.2105821,1090366.125,1090333.46987591,1090068.64572485,1091116.755036,1089946.46066084,1065724.75,1066041.03988218,1065557.70630384,1065699.19139794,1066024.62070151,1110784.5,1110116.16298689,1110022.47830893,1111512.94746197,1110685.28885155,690248.5625,691011.024998154,690928.137707178,689763.673475131,691114.884868849,754608.75,754736.152432729,755161.703017876,754990.613986608,753729.56055576
Q8N5L8,57328.56640625,57065.9405038245,57881.1820571795,57241.1813268922,57541.2887021452,56006.41015625,55155.7041465901,56539.1637588516,55208.2845083103,55740.8124826513,56176.21484375,56774.9036711119,55404.8829541951,55824.630212266,57166.3822343051,50821.14453125,50129.431867741,51356.2095307298,49898.8708027191,50447.1783579811,41677.4765625,41872.1125218421,42309.1757222414,41868.9291583709,41684.1476265676,44374.48828125,44375.182093285,44952.5883343779,43558.6703314222,45305.0980252922
Q8N5M1,134801.765625,133975.315741364,135791.732607976,134801.904423263,133897.693551246,126314.3828125,126655.121178858,125323.308605727,125660.153633475,126570.220322374,136969.421875,136436.886146933,137755.934756517,135996.622009937,137334.984047141,132639.984375,132499.760516588,132163.560515404,132520.043390937,133129.958654888,96704.5546875,96796.3860214353,96893.9627802595,96303.3381721601,97335.0768464282,91805.046875,91594.19963599,91009.7403484099,91316.2531708069,92606.6859550476
Q8N5M4,131358.484375,131504.375889141,130869.934632618,131350.686450198,130904.731112707,139139.625,139508.174181148,138277.112486005,138180.750293355,139645.858899854,82627.25,82757.4964720793,82045.5043489151,81920.1907195188,83414.3517232537,149823.484375,149576.345939513,149487.962794349,149519.193333898,150280.621544782,98731.75,98693.0160938874,99603.9704770893,98563.5614518188,99203.5025774613,101267.046875,100889.424375869,101827.374619111,102150.702139042,102162.47415138
Q8N5M9,57166.875,57992.5913236849,56593.6560224555,57067.5416536443,58135.8722689375,60309.734375,59413.5202474594,60417.6721761636,60421.4969666377,59971.1706631519,38114.83984375,38653.8424406163,37607.7323791534,38375.7464348301,38557.1036946923,39145.87109375,39669.3081802428,39863.0962053053,39305.3837816902,38902.7723761015,42740.00390625,42505.4614451379,41967.5266431309,42867.6332357004,42470.6877619624,40697.2734375,40204.3863899149,40296.7048963606,41635.0857853964,40860.4932013974
Q8N5N7,161446.84375,161826.532498159,162145.853167556,160957.160554983,162349.936945055,159906.578125,160518.524590448,159699.986154247,160302.724734448,158971.594713196,196770.328125,197570.721528508,196104.806888863,196448.188939612,197051.068960704,156424.59375,156806.032211598,156447.308652647,156991.449181534,157016.815511122,116017.484375,116321.85051842,116322.399153564,116260.79796879,116280.199018963,109332.703125,109802.911332145,109572.182182491,110175.407770358,109432.879863575
Q8N5P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11032.609375,11916.4131193347,11531.8756492734,11102.753019698,10997.7922726348,12362.41015625,12568.4328849502,13341.8057786375,12324.5978105888,11779.1219672263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N5W9,225593.859375,225099.887833476,225394.653403211,224935.392549738,224799.173597258,124739.203125,124699.179891258,125196.008546505,125427.774065401,124148.997194361,282799.96875,283269.211394031,282248.683380213,282323.907536704,282708.107796747,290898.75,291504.404934421,291673.798814248,290460.092078261,290319.496215153,180244.375,179279.512815867,179784.882571306,180489.216930922,180143.674733341,193892.46875,192994.34194899,194022.758770257,194761.204118364,194124.145867292
Q8N5Y8,42700.6875,42456.2960926481,43120.5227652602,42617.4652337134,42890.0590313636,53013.484375,52456.7021940909,52015.6146752723,52797.2698499523,52595.3020480536,42502.328125,41520.1482001543,42027.493308004,42637.8548393808,42166.7710604928,45740.69140625,44778.2971705943,45559.6484114118,46232.8916276507,45815.0153733492,36047.3203125,35128.3528196216,36957.4948192164,35541.0292056911,35080.0349066556,42908.98828125,42641.8779595792,43051.6204606779,42710.8473946378,42402.451485958
Q8N668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78743.8125,77811.3406411968,78500.4059578888,77857.7319434509,79502.7306158692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56839.83203125,56662.9832210839,56158.4676509611,56296.7149178386,56895.8390886784
Q8N684,579547.75,578732.853194322,578659.189512111,579069.181352478,578638.176814277,598918.4375,597991.935595851,599186.612186469,599604.739711601,599014.616588112,655729.5625,656585.430904265,655736.974795323,655754.151646022,654757.74232249,658294.875,658790.491822038,658799.844290923,658091.443553895,658602.867574759,413468.59375,413129.881277531,412909.566090759,412779.441682007,413061.996933855,435826.0625,436240.574120533,435852.619697794,435448.574810743,435679.368387897
Q8N697,NA,NA,NA,NA,NA,135182.328125,135724.282226529,134638.978120409,134191.760682039,135701.366720725,649559.5625,650152.932126906,650212.125223961,649130.898531426,649841.204497397,69758.2578125,69426.4128963985,68793.553517811,70075.3161745667,69725.3855375163,23621.60546875,24075.5484023355,23385.1659799218,22858.5283740647,24388.5971226953,NA,NA,NA,NA,NA
Q8N6C8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N6F7,523020.53125,523851.023286417,522763.410156429,523377.168716233,522862.002848484,530820.5625,531372.10621541,530168.707095046,529927.176736254,530402.451943099,143605.109375,143456.100686017,142652.760716185,144354.601684522,142650.090666518,21408.310546875,21446.4454724081,20809.2057647742,21322.1723119356,20826.5809978917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N6G5,6100.880859375,5290.75617571548,6449.46060232073,6239.11615363508,5361.60208373517,NA,NA,NA,NA,NA,8619.2705078125,9123.76209172234,7933.24701730907,8931.56001400948,9373.91274851561,6194.8779296875,6956.92612573504,6211.17041835561,6846.9896555692,6509.75543556735,4845.4833984375,4182.09429169074,5648.60033513978,5445.13496886939,3894.14792638272,6858.50341796875,7399.80363279581,6416.37282857671,6537.0011086762,6519.24224749207
Q8N6H7,105050.1796875,105053.547313608,104838.72687275,104112.766942181,104691.938551314,109626.59375,109570.165391576,110185.68087605,108680.92575486,109527.438031539,106081.546875,106270.295698013,106058.501537241,105313.406907771,106659.057908975,116248.8671875,115340.646699388,115796.776482686,115738.37586524,116701.759396438,76118.765625,76859.7397704758,75950.6863875464,76297.7287651189,76286.4425776675,71124.5859375,71200.2431790121,70467.6540235765,71181.6364939101,71404.045318976
Q8N6L1,26844.3671875,26624.2208532356,25851.8039118797,26411.8453725539,26243.5911675282,22214.287109375,21774.2732178234,22813.8239492476,21944.3928163312,22943.9644736052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7439.68310546875,8164.15177858248,7507.4653971456,7703.25721767545,7262.05793921649,6761.33544921875,7025.13173447922,6552.9512729682,7038.02602404729,6522.58718146011
Q8N6M0,150265.53125,149497.643716823,150473.263687178,149423.186212968,151123.366768196,161995.203125,161637.550811458,162540.417081386,161401.032950904,161298.109680589,89624.5703125,88800.0607798435,89471.6450223327,88685.6872072071,89196.5909498371,64314.0234375,64361.1518494412,63473.3020789549,65220.99307511,63391.0970511474,103300.6953125,104087.03018428,102880.994645704,103597.308421332,103639.896897424,65784.140625,65504.3061636016,65110.7641434856,64883.0572422221,66421.2049804255
Q8N6N3,108093.9140625,107162.91554204,107240.738778625,109006.302714597,109055.332017846,145943.125,146396.473966781,145113.324378394,145602.496716902,145823.280146122,157993.65625,157698.204565145,158841.247979369,157482.831516586,158852.191145815,146525.5,146622.670931287,146788.0738075,146535.921290062,146011.024323769,91625.84375,90630.154513441,91420.0316459537,91716.2753251977,91320.7114861943,105925.8046875,104946.823821705,105347.380857285,106509.500253782,104960.105008747
Q8N6N7,NA,NA,NA,NA,NA,144643.78125,144947.130764958,144195.648841683,144680.45317068,145462.930634275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117252.796875,116327.355288588,118118.846556325,118021.125679057,116734.131699581,95336.5546875,94437.8014579713,94438.9779311903,96291.7966894172,94751.0511027947
Q8N6Q3,179078.109375,178676.980462655,180036.970756747,178275.532649629,178206.992578026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N6R0,259706.15625,260456.651427694,259817.693782881,260501.397642218,258888.916172929,161375.9375,162289.567972496,161294.087009467,161559.754574168,161511.601299476,113884.9375,113832.64157863,114728.822041653,113473.882137682,112984.378260445,79819.921875,80556.2494160607,80279.3086330406,80167.3546830192,79718.3550029062,83372.0703125,82432.6645801775,84177.6160490699,84138.1917796098,83025.1264949329,87342.3359375,87298.8824625053,86484.0165110789,88174.3977306895,86624.8598135561
Q8N6S5,156333.75,157288.664117232,157252.055118103,155803.23927315,157036.779819299,163625.203125,163760.720330577,164402.875022318,163173.770339515,163515.547253478,157783.703125,156813.586185139,157845.650400884,156982.329104945,157123.04747469,161376.765625,161011.928246737,161554.359283678,161933.69894373,162041.135322217,99653.2890625,100335.937766887,100100.104414921,100500.497466948,100093.064505205,79772.734375,80273.8512398489,79215.8770889789,80478.8005242869,80393.7952861004
Q8N6T3,68886.390625,69425.0566172078,69441.3106655367,69863.1116458811,69258.0312760212,46199.9921875,46726.9970464446,46829.4383978397,45278.0555781834,45486.5877523012,57338.25390625,57406.4286507405,56506.9618046023,58197.5072000846,57891.0899043754,55641.0390625,56390.4103010185,55182.0911627486,55534.4245719947,56309.6853259243,32339.265625,32192.2562164329,32553.0378506593,32838.3887577876,33187.4787812196,53944.6953125,54342.8747961,54650.5201812536,53783.6718158498,53952.0877729803
Q8N6T7,116569.2578125,116831.364320051,115655.04525315,115674.94816931,116529.208206963,99868.453125,100132.396218363,99661.3153098114,99244.8513326198,100378.807328638,117774.796875,117026.197642826,117167.397691209,116922.901458379,117424.180090234,203703.53125,203607.797187861,203173.991293289,204068.331708774,202819.372361168,136431.984375,136936.87945395,137224.585537102,137054.337387674,136098.252177007,212587.703125,213144.658771724,212374.839087863,212130.424521778,213353.657236237
Q8N766,328684.9375,329251.536926791,328183.532228298,328322.770748824,328852.664330579,334489.5625,333770.641373668,334456.740148563,333657.000752829,333933.186830219,357142.625,358030.451422695,357826.916946236,356698.308499668,357169.93118557,348655.90625,348501.499199074,349371.089502934,348136.065435361,348650.656355776,203114.375,202775.698112436,203248.975889869,203348.04471314,203659.721087776,276796.1875,276259.24409879,277205.29321767,276758.38621752,277191.928011362
Q8N7H5,159312.984375,158394.332044475,160204.475751795,159104.083892141,158414.754073318,166713.84375,167289.119115263,167694.263597183,166243.504976552,167097.616406787,161665.9375,161236.099399552,162615.132812802,162546.833579354,162637.763392106,663898.9375,664673.178768635,663326.290630188,664812.292122666,663449.935521383,88488.109375,87607.3491881825,89393.8766509518,87937.6012246348,88911.6548259035,102819.609375,102477.315171417,102335.144410171,102429.823085461,103314.27480679
Q8N7R7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N806,223932.984375,224834.021763481,224231.256966084,223615.741197091,224314.449850541,175348.859375,175222.480930511,174367.454370141,176160.542782985,175148.628326256,287481.9375,286837.628215834,286819.526131548,287531.60046535,286946.80433283,304740.375,304697.944479011,305605.796939176,305116.017877072,303859.464525659,191019.375,191548.530049473,190362.269230504,190265.474289041,191927.285113689,150357.859375,149597.813409332,149833.654267292,151132.558682978,149488.826211121
Q8N884,39374.75390625,39091.4878233783,39833.2662259676,39481.4405044056,38899.9810780846,55261.50390625,56050.0139387138,55494.9452646822,56242.5166128948,55265.5824336968,84397.40625,85340.8119843751,85076.7111324184,84362.5447100438,85069.8594043441,72094.21875,71379.9518714473,71282.4975517392,72072.6703284122,72684.4857008941,36578.15625,36798.7638972066,35762.9058905244,37395.3044143803,36036.3303925209,33650.171875,33024.0137949362,32658.0548849665,32801.9311809689,34382.0993131734
Q8N8A2,111037.2265625,111413.857143484,111590.367806256,111871.395941935,110547.86550032,116290.90625,115395.478984796,115484.927652393,116274.382384948,116744.182191312,119886.984375,119333.452335719,119231.128855303,119036.963432722,119644.060406063,130864.21875,131359.234792609,131279.176028408,131330.856704116,131671.666104775,73496.0234375,74288.9234214351,73458.7618978955,73635.9579223469,74361.5126060583,91727.34375,92637.5269389711,92265.1603410952,91540.403592214,91896.8705533072
Q8N8A6,59710.81640625,60443.5449830033,60627.4987944178,59324.6598318927,59370.5987740085,58775.203125,59651.2308809049,58971.5368397608,58978.3196834922,58520.6407787353,60134.69140625,60120.5053857751,60968.2623182647,60081.2154558711,60303.2675275803,58894.40625,59321.6626781709,59009.3304256648,57952.5262967423,58226.8498994149,36780.52734375,36182.346341908,36945.2402379923,36042.0782312378,35983.759682402,43389.39453125,43438.6777777597,43847.5038993545,42655.6714598462,43025.3818028048
Q8N8H1;Q96IR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N8J7,96239.3125,96074.8888396248,95307.9376204461,95663.7699531913,97232.1017619744,64712.8203125,64243.148369275,64235.9996591955,65501.7047236003,64017.2080826275,80209.828125,80898.2169839218,79646.4183695279,79348.7495776862,79610.6256485581,83503.4375,84475.3187690116,84332.1822532639,82785.4876956157,82724.1497859545,40201.08203125,39887.9140778519,39717.7949794643,40798.5947658382,40281.0688596293,58046.40625,58658.9008826017,57603.7043063156,57373.4577661566,58121.9770903885
Q8N8N7,36745.58984375,37075.0345539153,36778.5437272713,36982.35950692,36694.5410583019,42987.49609375,42016.1347718872,43162.8623510674,43037.5096023977,43851.2211892717,39164.609375,39276.8575642817,39149.945986513,40106.2663328461,38530.45977192,37090.0234375,37255.6183235571,36949.7964335456,37666.2115095966,37094.8865874521,26683.23046875,26506.234946873,25746.430317618,27034.1034151874,26264.5933062099,24667.353515625,24862.9373583198,25007.0390888676,24375.2904842794,25632.8281747364
Q8N8Q8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N8R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
